DATE,RU2000PR
2004-09-29,1419.27
2004-09-30,1423.93
2004-10-01,1453.98
2004-10-04,1464.08
2004-10-05,1459.73
2004-10-06,1472.95
2004-10-07,1447.95
2004-10-08,1430.67
2004-10-11,1435.41
2004-10-12,1433.30
2004-10-13,1415.18
2004-10-14,1403.89
2004-10-15,1415.20
2004-10-18,1421.66
2004-10-19,1408.36
2004-10-20,1416.95
2004-10-21,1433.18
2004-10-22,1411.10
2004-10-25,1420.79
2004-10-26,1435.55
2004-10-27,1459.33
2004-10-28,1455.47
2004-10-29,1450.89
2004-11-01,1458.88
2004-11-02,1454.99
2004-11-03,1479.58
2004-11-04,1496.48
2004-11-05,1501.86
2004-11-08,1496.35
2004-11-09,1507.69
2004-11-10,1515.07
2004-11-11,1531.69
2004-11-12,1545.80
2004-11-15,1550.48
2004-11-16,1535.66
2004-11-17,1548.28
2004-11-18,1546.00
2004-11-19,1524.58
2004-11-22,1544.66
2004-11-23,1552.15
2004-11-24,1564.51
2004-11-25,.
2004-11-26,1568.62
2004-11-29,1576.83
2004-11-30,1575.12
2004-12-01,1599.76
2004-12-02,1596.83
2004-12-03,1596.09
2004-12-06,1588.18
2004-12-07,1554.56
2004-12-08,1568.61
2004-12-09,1563.74
2004-12-10,1571.32
2004-12-13,1585.70
2004-12-14,1599.41
2004-12-15,1612.00
2004-12-16,1596.14
2004-12-17,1595.76
2004-12-20,1585.74
2004-12-21,1606.01
2004-12-22,1611.63
2004-12-23,1613.88
2004-12-24,.
2004-12-27,1601.39
2004-12-28,1626.82
2004-12-29,1623.75
2004-12-30,1623.06
2004-12-31,1619.34
2005-01-03,1591.70
2005-01-04,1562.12
2005-01-05,1534.63
2005-01-06,1540.43
2005-01-07,1524.02
2005-01-10,1535.26
2005-01-11,1519.83
2005-01-12,1523.96
2005-01-13,1516.35
2005-01-14,1534.62
2005-01-17,.
2005-01-18,1553.00
2005-01-19,1535.70
2005-01-20,1521.87
2005-01-21,1518.73
2005-01-24,1502.45
2005-01-25,1507.33
2005-01-26,1532.37
2005-01-27,1533.17
2005-01-28,1523.49
2005-01-31,1550.88
2005-02-01,1561.12
2005-02-02,1570.66
2005-02-03,1564.09
2005-02-04,1584.25
2005-02-07,1582.19
2005-02-08,1587.41
2005-02-09,1555.09
2005-02-10,1557.81
2005-02-11,1577.57
2005-02-14,1578.23
2005-02-15,1578.02
2005-02-16,1587.75
2005-02-17,1568.57
2005-02-18,1566.07
2005-02-21,.
2005-02-22,1535.74
2005-02-23,1542.25
2005-02-24,1559.68
2005-02-25,1584.47
2005-02-28,1575.85
2005-03-01,1586.93
2005-03-02,1583.95
2005-03-03,1586.34
2005-03-04,1602.91
2005-03-07,1600.19
2005-03-08,1585.57
2005-03-09,1568.42
2005-03-10,1558.14
2005-03-11,1557.90
2005-03-14,1566.50
2005-03-15,1557.85
2005-03-16,1548.14
2005-03-17,1554.46
2005-03-18,1547.28
2005-03-21,1544.80
2005-03-22,1537.36
2005-03-23,1521.15
2005-03-24,1529.12
2005-03-25,.
2005-03-28,1528.76
2005-03-29,1502.69
2005-03-30,1528.21
2005-03-31,1528.65
2005-04-01,1519.90
2005-04-04,1525.37
2005-04-05,1527.22
2005-04-06,1531.48
2005-04-07,1540.30
2005-04-08,1517.91
2005-04-11,1509.01
2005-04-12,1523.57
2005-04-13,1497.51
2005-04-14,1471.14
2005-04-15,1443.41
2005-04-18,1454.74
2005-04-19,1478.60
2005-04-20,1453.80
2005-04-21,1488.65
2005-04-22,1465.17
2005-04-25,1482.33
2005-04-26,1460.53
2005-04-27,1459.23
2005-04-28,1429.09
2005-04-29,1439.93
2005-05-02,1456.03
2005-05-03,1452.62
2005-05-04,1479.31
2005-05-05,1480.34
2005-05-06,1482.53
2005-05-09,1498.42
2005-05-10,1478.87
2005-05-11,1480.19
2005-05-12,1458.61
2005-05-13,1446.49
2005-05-16,1470.59
2005-05-17,1479.44
2005-05-18,1510.77
2005-05-19,1517.18
2005-05-20,1514.59
2005-05-23,1523.17
2005-05-24,1523.36
2005-05-25,1507.10
2005-05-26,1527.72
2005-05-27,1533.19
2005-05-30,.
2005-05-31,1532.71
2005-06-01,1550.24
2005-06-02,1553.91
2005-06-03,1541.66
2005-06-06,1548.20
2005-06-07,1550.29
2005-06-08,1542.06
2005-06-09,1556.38
2005-06-10,1556.62
2005-06-13,1563.30
2005-06-14,1576.65
2005-06-15,1583.62
2005-06-16,1600.61
2005-06-17,1601.00
2005-06-20,1595.16
2005-06-21,1593.20
2005-06-22,1599.17
2005-06-23,1575.99
2005-06-24,1566.76
2005-06-27,1561.54
2005-06-28,1594.28
2005-06-29,1597.45
2005-06-30,1589.75
2005-07-01,1598.16
2005-07-04,.
2005-07-05,1623.47
2005-07-06,1611.16
2005-07-07,1613.70
2005-07-08,1645.63
2005-07-11,1669.48
2005-07-12,1667.13
2005-07-13,1659.32
2005-07-14,1647.80
2005-07-15,1649.59
2005-07-18,1636.73
2005-07-19,1662.33
2005-07-20,1683.94
2005-07-21,1657.96
2005-07-22,1684.49
2005-07-25,1667.61
2005-07-26,1676.55
2005-07-27,1677.29
2005-07-28,1697.57
2005-07-29,1689.38
2005-08-01,1696.98
2005-08-02,1711.17
2005-08-03,1698.41
2005-08-04,1669.74
2005-08-05,1647.23
2005-08-08,1639.30
2005-08-09,1641.50
2005-08-10,1640.70
2005-08-11,1656.14
2005-08-12,1640.30
2005-08-15,1654.33
2005-08-16,1626.91
2005-08-17,1627.44
2005-08-18,1618.40
2005-08-19,1621.69
2005-08-22,1634.02
2005-08-23,1629.03
2005-08-24,1627.90
2005-08-25,1634.59
2005-08-26,1612.08
2005-08-29,1628.67
2005-08-30,1624.80
2005-08-31,1656.48
2005-09-01,1661.32
2005-09-02,1648.59
2005-09-05,.
2005-09-06,1676.29
2005-09-07,1683.36
2005-09-08,1673.79
2005-09-09,1685.17
2005-09-12,1692.06
2005-09-13,1672.95
2005-09-14,1656.09
2005-09-15,1653.78
2005-09-16,1670.09
2005-09-19,1657.76
2005-09-20,1641.88
2005-09-21,1615.29
2005-09-22,1618.34
2005-09-23,1629.01
2005-09-26,1640.80
2005-09-27,1638.24
2005-09-28,1630.46
2005-09-29,1652.81
2005-09-30,1659.69
2005-10-03,1666.52
2005-10-04,1649.85
2005-10-05,1602.97
2005-10-06,1589.23
2005-10-07,1601.37
2005-10-10,1585.55
2005-10-11,1565.95
2005-10-12,1544.79
2005-10-13,1549.05
2005-10-14,1573.58
2005-10-17,1574.12
2005-10-18,1554.22
2005-10-19,1586.33
2005-10-20,1559.63
2005-10-21,1572.54
2005-10-24,1607.01
2005-10-25,1597.39
2005-10-26,1586.65
2005-10-27,1550.90
2005-10-28,1578.99
2005-10-31,1607.02
2005-11-01,1598.11
2005-11-02,1632.98
2005-11-03,1637.25
2005-11-04,1635.74
2005-11-07,1643.38
2005-11-08,1630.95
2005-11-09,1639.84
2005-11-10,1652.57
2005-11-11,1656.87
2005-11-14,1650.06
2005-11-15,1630.94
2005-11-16,1626.98
2005-11-17,1658.04
2005-11-18,1670.68
2005-11-21,1687.43
2005-11-22,1696.36
2005-11-23,1697.80
2005-11-24,.
2005-11-25,1698.91
2005-11-28,1668.89
2005-11-29,1674.34
2005-11-30,1683.27
2005-12-01,1715.38
2005-12-02,1716.29
2005-12-05,1706.33
2005-12-06,1708.82
2005-12-07,1697.49
2005-12-08,1702.99
2005-12-09,1711.80
2005-12-12,1713.72
2005-12-13,1712.45
2005-12-14,1716.11
2005-12-15,1701.79
2005-12-16,1697.68
2005-12-19,1670.75
2005-12-20,1672.07
2005-12-21,1689.38
2005-12-22,1700.16
2005-12-23,1706.03
2005-12-26,.
2005-12-27,1681.50
2005-12-28,1690.21
2005-12-29,1684.93
2005-12-30,1673.16
2006-01-02,.
2006-01-03,1700.07
2006-01-04,1713.01
2006-01-05,1719.27
2006-01-06,1738.19
2006-01-09,1755.23
2006-01-10,1767.04
2006-01-11,1767.54
2006-01-12,1756.60
2006-01-13,1760.70
2006-01-16,.
2006-01-17,1748.72
2006-01-18,1749.11
2006-01-19,1776.85
2006-01-20,1751.15
2006-01-23,1759.14
2006-01-24,1784.50
2006-01-25,1780.59
2006-01-26,1810.50
2006-01-27,1819.79
2006-01-30,1816.43
2006-01-31,1822.22
2006-02-01,1827.90
2006-02-02,1804.95
2006-02-03,1799.90
2006-02-06,1809.03
2006-02-07,1782.42
2006-02-08,1792.30
2006-02-09,1784.86
2006-02-10,1782.29
2006-02-13,1765.89
2006-02-14,1788.69
2006-02-15,1802.09
2006-02-16,1819.04
2006-02-17,1816.62
2006-02-20,.
2006-02-21,1806.28
2006-02-22,1823.05
2006-02-23,1820.35
2006-02-24,1830.68
2006-02-27,1840.70
2006-02-28,1815.86
2006-03-01,1844.96
2006-03-02,1839.52
2006-03-03,1835.25
2006-03-06,1817.16
2006-03-07,1792.05
2006-03-08,1793.99
2006-03-09,1785.14
2006-03-10,1805.19
2006-03-13,1809.40
2006-03-14,1829.44
2006-03-15,1846.43
2006-03-16,1848.56
2006-03-17,1854.28
2006-03-20,1853.11
2006-03-21,1829.44
2006-03-22,1851.18
2006-03-23,1858.02
2006-03-24,1873.50
2006-03-27,1874.00
2006-03-28,1867.15
2006-03-29,1899.21
2006-03-30,1895.28
2006-03-31,1901.60
2006-04-03,1886.90
2006-04-04,1894.59
2006-04-05,1904.39
2006-04-06,1904.32
2006-04-07,1879.21
2006-04-10,1871.32
2006-04-11,1844.38
2006-04-12,1858.44
2006-04-13,1866.73
2006-04-14,.
2006-04-17,1862.66
2006-04-18,1913.20
2006-04-19,1934.62
2006-04-20,1925.29
2006-04-21,1918.97
2006-04-24,1904.09
2006-04-25,1900.81
2006-04-26,1901.83
2006-04-27,1892.31
2006-04-28,1900.12
2006-05-01,1891.63
2006-05-02,1907.76
2006-05-03,1908.05
2006-05-04,1925.42
2006-05-05,1943.09
2006-05-08,1942.52
2006-05-09,1940.32
2006-05-10,1928.46
2006-05-11,1882.56
2006-05-12,1845.09
2006-05-15,1833.27
2006-05-16,1832.83
2006-05-17,1803.96
2006-05-18,1785.62
2006-05-19,1795.74
2006-05-22,1777.60
2006-05-23,1767.77
2006-05-24,1767.72
2006-05-25,1803.29
2006-05-26,1813.16
2006-05-29,.
2006-05-30,1767.14
2006-05-31,1791.95
2006-06-01,1830.43
2006-06-02,1832.81
2006-06-05,1774.30
2006-06-06,1766.96
2006-06-07,1756.58
2006-06-08,1755.95
2006-06-09,1743.17
2006-06-12,1697.95
2006-06-13,1671.91
2006-06-14,1682.78
2006-06-15,1742.33
2006-06-16,1722.48
2006-06-19,1691.90
2006-06-20,1683.79
2006-06-21,1716.52
2006-06-22,1709.99
2006-06-23,1715.21
2006-06-26,1736.34
2006-06-27,1707.26
2006-06-28,1709.98
2006-06-29,1775.30
2006-06-30,1801.03
2006-07-03,1816.26
2006-07-04,.
2006-07-05,1789.06
2006-07-06,1791.02
2006-07-07,1762.84
2006-07-10,1762.28
2006-07-11,1775.49
2006-07-12,1742.63
2006-07-13,1708.14
2006-07-14,1693.08
2006-07-17,1684.26
2006-07-18,1694.10
2006-07-19,1745.52
2006-07-20,1698.98
2006-07-21,1669.98
2006-07-24,1716.76
2006-07-25,1733.36
2006-07-26,1725.93
2006-07-27,1704.16
2006-07-28,1739.78
2006-07-31,1741.11
2006-08-01,1714.60
2006-08-02,1731.79
2006-08-03,1750.60
2006-08-04,1742.85
2006-08-07,1729.89
2006-08-08,1708.58
2006-08-09,1692.62
2006-08-10,1705.61
2006-08-11,1687.63
2006-08-14,1694.31
2006-08-15,1734.33
2006-08-16,1758.09
2006-08-17,1766.51
2006-08-18,1768.75
2006-08-21,1752.96
2006-08-22,1759.00
2006-08-23,1735.80
2006-08-24,1736.53
2006-08-25,1737.84
2006-08-28,1756.24
2006-08-29,1776.62
2006-08-30,1790.86
2006-08-31,1790.73
2006-09-01,1793.31
2006-09-04,.
2006-09-05,1808.07
2006-09-06,1769.64
2006-09-07,1755.80
2006-09-08,1760.94
2006-09-11,1758.53
2006-09-12,1800.57
2006-09-13,1816.02
2006-09-14,1808.32
2006-09-15,1812.67
2006-09-18,1811.39
2006-09-19,1802.96
2006-09-20,1825.41
2006-09-21,1807.14
2006-09-22,1786.01
2006-09-25,1807.04
2006-09-26,1813.30
2006-09-27,1820.58
2006-09-28,1820.64
2006-09-29,1803.33
2006-10-02,1786.46
2006-10-03,1785.33
2006-10-04,1822.91
2006-10-05,1846.78
2006-10-06,1838.66
2006-10-09,1850.48
2006-10-10,1853.75
2006-10-11,1843.39
2006-10-12,1881.60
2006-10-13,1895.41
2006-10-16,1912.40
2006-10-17,1901.03
2006-10-18,1897.32
2006-10-19,1907.21
2006-10-20,1894.12
2006-10-23,1897.47
2006-10-24,1894.87
2006-10-25,1906.61
2006-10-26,1928.64
2006-10-27,1903.34
2006-10-30,1914.59
2006-10-31,1905.85
2006-11-01,1869.32
2006-11-02,1864.31
2006-11-03,1870.77
2006-11-06,1896.50
2006-11-07,1899.75
2006-11-08,1913.28
2006-11-09,1893.96
2006-11-10,1911.58
2006-11-13,1919.67
2006-11-14,1951.12
2006-11-15,1968.27
2006-11-16,1965.25
2006-11-17,1959.60
2006-11-20,1964.94
2006-11-21,1968.79
2006-11-22,1970.62
2006-11-23,.
2006-11-24,1969.07
2006-11-27,1918.90
2006-11-28,1925.66
2006-11-29,1948.88
2006-11-30,1953.75
2006-12-01,1941.44
2006-12-04,1977.92
2006-12-05,1981.84
2006-12-06,1978.15
2006-12-07,1969.09
2006-12-08,1969.77
2006-12-11,1971.03
2006-12-12,1959.44
2006-12-13,1960.29
2006-12-14,1973.87
2006-12-15,1970.12
2006-12-18,1943.57
2006-12-19,1943.75
2006-12-20,1952.37
2006-12-21,1945.75
2006-12-22,1940.58
2006-12-25,.
2006-12-26,1958.84
2006-12-27,1982.61
2006-12-28,1974.53
2006-12-29,1957.59
2007-01-01,.
2007-01-02,.
2007-01-03,1956.98
2007-01-04,1963.26
2007-01-05,1928.27
2007-01-08,1931.08
2007-01-09,1934.39
2007-01-10,1935.73
2007-01-11,1959.55
2007-01-12,1973.99
2007-01-15,.
2007-01-16,1967.06
2007-01-17,1960.34
2007-01-18,1934.09
2007-01-19,1951.37
2007-01-22,1933.48
2007-01-23,1951.91
2007-01-24,1973.41
2007-01-25,1948.97
2007-01-26,1958.78
2007-01-29,1971.09
2007-01-30,1983.20
2007-01-31,1989.10
2007-02-01,2007.56
2007-02-02,2011.65
2007-02-05,2004.88
2007-02-06,2014.12
2007-02-07,2028.50
2007-02-08,2028.99
2007-02-09,2005.92
2007-02-12,2002.65
2007-02-13,2019.39
2007-02-14,2023.01
2007-02-15,2026.60
2007-02-16,2033.37
2007-02-19,.
2007-02-20,2053.15
2007-02-21,2056.18
2007-02-22,2061.41
2007-02-23,2054.45
2007-02-26,2047.12
2007-02-27,1970.01
2007-02-28,1971.59
2007-03-01,1965.96
2007-03-02,1927.22
2007-03-05,1888.99
2007-03-06,1935.77
2007-03-07,1928.35
2007-03-08,1941.37
2007-03-09,1951.27
2007-03-12,1960.92
2007-03-13,1911.51
2007-03-14,1927.81
2007-03-15,1947.51
2007-03-16,1935.47
2007-03-19,1956.05
2007-03-20,1972.35
2007-03-21,2006.82
2007-03-22,2008.24
2007-03-23,2011.88
2007-03-26,2010.48
2007-03-27,1994.11
2007-03-28,1981.79
2007-03-29,1985.61
2007-03-30,1990.01
2007-04-02,1996.25
2007-04-03,2017.49
2007-04-04,2015.07
2007-04-05,2021.43
2007-04-06,.
2007-04-09,2017.19
2007-04-10,2024.30
2007-04-11,2008.73
2007-04-12,2025.64
2007-04-13,2036.41
2007-04-16,2066.40
2007-04-17,2060.22
2007-04-18,2048.84
2007-04-19,2036.27
2007-04-20,2059.97
2007-04-23,2056.72
2007-04-24,2053.75
2007-04-25,2067.95
2007-04-26,2072.25
2007-04-27,2062.06
2007-04-30,2024.46
2007-05-01,2028.64
2007-05-02,2058.98
2007-05-03,2059.99
2007-05-04,2069.96
2007-05-07,2067.46
2007-05-08,2065.03
2007-05-09,2074.65
2007-05-10,2034.55
2007-05-11,2061.66
2007-05-14,2043.75
2007-05-15,2023.48
2007-05-16,2038.46
2007-05-17,2027.13
2007-05-18,2047.05
2007-05-21,2071.87
2007-05-22,2087.47
2007-05-23,2079.06
2007-05-24,2047.40
2007-05-25,2062.65
2007-05-28,.
2007-05-29,2081.52
2007-05-30,2095.99
2007-05-31,2105.42
2007-06-01,2120.98
2007-06-04,2125.17
2007-06-05,2108.21
2007-06-06,2090.66
2007-06-07,2051.18
2007-06-08,2076.01
2007-06-11,2070.71
2007-06-12,2042.22
2007-06-13,2069.13
2007-06-14,2080.51
2007-06-15,2108.03
2007-06-18,2103.27
2007-06-19,2108.40
2007-06-20,2078.16
2007-06-21,2087.17
2007-06-22,2074.60
2007-06-25,2056.49
2007-06-26,2053.19
2007-06-27,2083.83
2007-06-28,2085.17
2007-06-29,2072.00
2007-07-02,2100.24
2007-07-03,2108.05
2007-07-04,.
2007-07-05,2112.83
2007-07-06,2118.26
2007-07-09,2120.56
2007-07-10,2081.40
2007-07-11,2087.60
2007-07-12,2125.39
2007-07-13,2126.86
2007-07-16,2108.71
2007-07-17,2112.24
2007-07-18,2102.34
2007-07-19,2117.11
2007-07-20,2078.81
2007-07-23,2076.77
2007-07-24,2017.73
2007-07-25,2019.32
2007-07-26,1967.08
2007-07-27,1933.15
2007-07-30,1949.06
2007-07-31,1928.92
2007-08-01,1933.38
2007-08-02,1948.45
2007-08-03,1877.44
2007-08-06,1904.70
2007-08-07,1923.92
2007-08-08,1977.26
2007-08-09,1950.60
2007-08-10,1960.31
2007-08-13,1938.02
2007-08-14,1895.93
2007-08-15,1867.78
2007-08-16,1910.74
2007-08-17,1953.48
2007-08-20,1957.02
2007-08-21,1959.33
2007-08-22,1984.62
2007-08-23,1959.01
2007-08-24,1985.54
2007-08-27,1961.98
2007-08-28,1908.26
2007-08-29,1956.69
2007-08-30,1946.23
2007-08-31,1970.46
2007-09-03,.
2007-09-04,1989.91
2007-09-05,1964.48
2007-09-06,1970.61
2007-09-07,1928.02
2007-09-10,1913.18
2007-09-11,1944.14
2007-09-12,1933.29
2007-09-13,1939.37
2007-09-14,1947.16
2007-09-17,1928.08
2007-09-18,2004.67
2007-09-19,2031.44
2007-09-20,2012.46
2007-09-21,2020.79
2007-09-24,2002.61
2007-09-25,1995.66
2007-09-26,2010.87
2007-09-27,2023.01
2007-09-28,2001.75
2007-10-01,2049.74
2007-10-02,2067.67
2007-10-03,2053.19
2007-10-04,2060.65
2007-10-05,2099.73
2007-10-08,2087.97
2007-10-09,2101.83
2007-10-10,2100.50
2007-10-11,2075.14
2007-10-12,2090.52
2007-10-15,2061.16
2007-10-16,2046.22
2007-10-17,2050.07
2007-10-18,2050.42
2007-10-19,1985.20
2007-10-22,2013.25
2007-10-23,2034.26
2007-10-24,2015.16
2007-10-25,2003.38
2007-10-26,2041.37
2007-10-29,2042.17
2007-10-30,2028.34
2007-10-31,2057.84
2007-11-01,1976.21
2007-11-02,1982.69
2007-11-05,1964.44
2007-11-06,1992.60
2007-11-07,1928.46
2007-11-08,1940.72
2007-11-09,1919.56
2007-11-12,1906.42
2007-11-13,1961.25
2007-11-14,1944.64
2007-11-15,1917.62
2007-11-16,1912.39
2007-11-19,1864.77
2007-11-20,1862.28
2007-11-21,1839.87
2007-11-22,.
2007-11-23,1876.45
2007-11-26,1826.82
2007-11-27,1847.21
2007-11-28,1913.75
2007-11-29,1903.85
2007-11-30,1908.10
2007-12-03,1888.74
2007-12-04,1869.07
2007-12-05,1902.83
2007-12-06,1955.77
2007-12-07,1952.22
2007-12-10,1966.35
2007-12-11,1904.40
2007-12-12,1917.91
2007-12-13,1912.32
2007-12-14,1873.73
2007-12-17,1836.87
2007-12-18,1874.05
2007-12-19,1879.18
2007-12-20,1907.55
2007-12-21,1952.44
2007-12-24,1974.28
2007-12-25,.
2007-12-26,1980.83
2007-12-27,1922.38
2007-12-28,1918.04
2007-12-31,1903.79
2008-01-01,.
2008-01-02,1872.77
2008-01-03,1851.55
2008-01-04,1793.36
2008-01-07,1799.22
2008-01-08,1751.77
2008-01-09,1769.82
2008-01-10,1789.92
2008-01-11,1751.25
2008-01-14,1770.72
2008-01-15,1733.30
2008-01-16,1739.46
2008-01-17,1691.40
2008-01-18,1673.03
2008-01-21,.
2008-01-22,1669.04
2008-01-23,1723.37
2008-01-24,1721.60
2008-01-25,1711.37
2008-01-28,1745.61
2008-01-29,1752.60
2008-01-30,1728.46
2008-01-31,1772.72
2008-02-01,1815.48
2008-02-04,1797.98
2008-02-05,1743.60
2008-02-06,1721.02
2008-02-07,1746.58
2008-02-08,1737.01
2008-02-11,1739.04
2008-02-12,1753.30
2008-02-13,1794.18
2008-02-14,1752.90
2008-02-15,1743.46
2008-02-18,.
2008-02-19,1745.50
2008-02-20,1764.58
2008-02-21,1730.43
2008-02-22,1728.31
2008-02-25,1765.68
2008-02-26,1782.73
2008-02-27,1780.54
2008-02-28,1753.88
2008-02-29,1705.33
2008-03-03,1700.45
2008-03-04,1692.41
2008-03-05,1699.27
2008-03-06,1647.16
2008-03-07,1640.54
2008-03-10,1600.42
2008-03-11,1674.59
2008-03-12,1658.46
2008-03-13,1689.29
2008-03-14,1647.52
2008-03-17,1616.60
2008-03-18,1694.78
2008-03-19,1650.52
2008-03-20,1693.50
2008-03-21,.
2008-03-24,1742.85
2008-03-25,1752.78
2008-03-26,1744.93
2008-03-27,1720.75
2008-03-28,1697.88
2008-03-31,1709.77
2008-04-01,1766.14
2008-04-02,1770.16
2008-04-03,1773.41
2008-04-04,1773.80
2008-04-07,1771.19
2008-04-08,1769.30
2008-04-09,1735.64
2008-04-10,1758.12
2008-04-11,1710.26
2008-04-14,1705.06
2008-04-15,1719.95
2008-04-16,1772.94
2008-04-17,1759.56
2008-04-18,1792.03
2008-04-21,1784.42
2008-04-22,1748.90
2008-04-23,1759.83
2008-04-24,1782.11
2008-04-25,1794.06
2008-04-28,1802.73
2008-04-29,1786.71
2008-04-30,1779.88
2008-05-01,1813.60
2008-05-02,1803.65
2008-05-05,1800.19
2008-05-06,1813.70
2008-05-07,1779.97
2008-05-08,1788.26
2008-05-09,1789.50
2008-05-12,1822.27
2008-05-13,1831.27
2008-05-14,1829.31
2008-05-15,1847.49
2008-05-16,1842.01
2008-05-19,1835.24
2008-05-20,1828.26
2008-05-21,1807.04
2008-05-22,1821.71
2008-05-23,1799.57
2008-05-26,.
2008-05-27,1825.14
2008-05-28,1835.26
2008-05-29,1852.88
2008-05-30,1859.67
2008-06-02,1841.61
2008-06-03,1836.61
2008-06-04,1848.31
2008-06-05,1896.91
2008-06-06,1840.00
2008-06-09,1827.29
2008-06-10,1820.75
2008-06-11,1784.12
2008-06-12,1788.98
2008-06-13,1823.21
2008-06-16,1840.92
2008-06-17,1830.56
2008-06-18,1816.01
2008-06-19,1833.69
2008-06-20,1803.62
2008-06-23,1788.92
2008-06-24,1759.36
2008-06-25,1780.19
2008-06-26,1735.76
2008-06-27,1735.05
2008-06-30,1713.98
2008-07-01,1718.77
2008-07-02,1670.93
2008-07-03,1654.62
2008-07-04,.
2008-07-07,1635.95
2008-07-08,1696.74
2008-07-09,1649.59
2008-07-10,1666.20
2008-07-11,1677.41
2008-07-14,1651.45
2008-07-15,1646.12
2008-07-16,1706.74
2008-07-17,1731.29
2008-07-18,1722.48
2008-07-21,1733.80
2008-07-22,1781.49
2008-07-23,1787.36
2008-07-24,1745.61
2008-07-25,1765.37
2008-07-28,1730.01
2008-07-29,1775.84
2008-07-30,1786.56
2008-07-31,1775.77
2008-08-01,1779.83
2008-08-04,1749.97
2008-08-05,1791.97
2008-08-06,1804.03
2008-08-07,1773.01
2008-08-08,1824.91
2008-08-11,1866.57
2008-08-12,1851.36
2008-08-13,1858.20
2008-08-14,1874.82
2008-08-15,1872.31
2008-08-18,1843.98
2008-08-19,1814.38
2008-08-20,1818.20
2008-08-21,1802.43
2008-08-22,1833.13
2008-08-25,1790.73
2008-08-26,1798.10
2008-08-27,1821.56
2008-08-28,1858.45
2008-08-29,1837.84
2008-09-01,.
2008-09-02,1835.38
2008-09-03,1843.83
2008-09-04,1785.95
2008-09-05,1786.52
2008-09-08,1821.34
2008-09-09,1757.80
2008-09-10,1782.33
2008-09-11,1786.89
2008-09-12,1790.03
2008-09-15,1714.22
2008-09-16,1766.14
2008-09-17,1680.97
2008-09-18,1798.52
2008-09-19,1873.24
2008-09-22,1790.48
2008-09-23,1762.52
2008-09-24,1734.14
2008-09-25,1753.95
2008-09-26,1751.58
2008-09-29,1634.59
2008-09-30,1688.94
2008-10-01,1669.07
2008-10-02,1584.77
2008-10-03,1539.37
2008-10-06,1480.99
2008-10-07,1389.14
2008-10-08,1358.35
2008-10-09,1240.64
2008-10-10,1298.50
2008-10-13,1418.80
2008-10-14,1378.44
2008-10-15,1247.87
2008-10-16,1333.50
2008-10-17,1308.73
2008-10-20,1359.45
2008-10-21,1319.20
2008-10-22,1247.51
2008-10-23,1217.57
2008-10-24,1170.85
2008-10-27,1114.39
2008-10-28,1199.26
2008-10-29,1219.96
2008-10-30,1277.86
2008-10-31,1335.88
2008-11-03,1338.30
2008-11-04,1356.83
2008-11-05,1279.00
2008-11-06,1232.29
2008-11-07,1257.02
2008-11-10,1225.49
2008-11-11,1198.61
2008-11-12,1125.31
2008-11-13,1220.84
2008-11-14,1134.58
2008-11-17,1121.59
2008-11-18,1112.18
2008-11-19,1024.87
2008-11-20,957.59
2008-11-21,1010.34
2008-11-24,1085.55
2008-11-25,1101.42
2008-11-26,1165.24
2008-11-27,.
2008-11-28,1175.87
2008-12-01,1036.53
2008-12-02,1098.04
2008-12-03,1127.70
2008-12-04,1092.34
2008-12-05,1145.93
2008-12-08,1196.35
2008-12-09,1157.40
2008-12-10,1183.97
2008-12-11,1121.38
2008-12-12,1164.17
2008-12-15,1124.74
2008-12-16,1200.00
2008-12-17,1209.31
2008-12-18,1190.86
2008-12-19,1208.47
2008-12-22,1180.68
2008-12-23,1164.68
2008-12-24,1169.28
2008-12-25,.
2008-12-26,1184.89
2008-12-29,1158.51
2008-12-30,1199.80
2008-12-31,1241.27
2009-01-01,.
2009-01-02,1257.15
2009-01-05,1255.13
2009-01-06,1279.18
2009-01-07,1235.41
2009-01-08,1247.62
2009-01-09,1196.15
2009-01-12,1165.09
2009-01-13,1177.48
2009-01-14,1126.24
2009-01-15,1149.74
2009-01-16,1159.24
2009-01-19,.
2009-01-20,1077.72
2009-01-21,1135.17
2009-01-22,1100.59
2009-01-23,1104.35
2009-01-26,1118.51
2009-01-27,1132.24
2009-01-28,1175.58
2009-01-29,1126.42
2009-01-30,1102.27
2009-02-02,1117.40
2009-02-03,1125.56
2009-02-04,1114.58
2009-02-05,1130.98
2009-02-06,1169.82
2009-02-09,1162.95
2009-02-10,1107.84
2009-02-11,1113.26
2009-02-12,1119.41
2009-02-13,1114.28
2009-02-16,.
2009-02-17,1065.94
2009-02-18,1051.72
2009-02-19,1035.62
2009-02-20,1021.34
2009-02-23,980.62
2009-02-24,1025.12
2009-02-25,997.68
2009-02-26,976.58
2009-02-27,966.80
2009-03-02,914.06
2009-03-03,897.20
2009-03-04,922.78
2009-03-05,868.46
2009-03-06,872.44
2009-03-09,853.09
2009-03-10,913.94
2009-03-11,910.34
2009-03-12,969.55
2009-03-13,976.92
2009-03-16,960.20
2009-03-17,1003.02
2009-03-18,1037.93
2009-03-19,1027.05
2009-03-20,994.37
2009-03-23,1077.91
2009-03-24,1034.82
2009-03-25,1060.00
2009-03-26,1106.69
2009-03-27,1066.16
2009-03-30,1033.80
2009-03-31,1050.64
2009-04-01,1066.57
2009-04-02,1118.83
